country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2020 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO_2020_Paper.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3415 extracted chars; 69 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2020 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO_Solutions_2020.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 11427 extracted chars; 173 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2019 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2019.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6501 extracted chars; 143 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2019 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2019.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 21829 extracted chars; 321 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2018 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2018.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5736 extracted chars; 101 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2018 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2018.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 21050 extracted chars; 267 English signals; 23 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2017 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2017.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5190 extracted chars; 99 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2017 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2017.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 23045 extracted chars; 306 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2016 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2016.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4802 extracted chars; 121 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2016 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2016.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 20866 extracted chars; 332 English signals; 21 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2015 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2015.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5477 extracted chars; 93 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2015 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2015.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 26169 extracted chars; 301 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2014 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2014.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6053 extracted chars; 98 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2014 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2014.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 18834 extracted chars; 258 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2013 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2013.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4627 extracted chars; 74 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2013 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2013.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 16755 extracted chars; 198 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2012 — Questions,https://www.samf.ac.za/content/files/QuestionPapers/SATMO2012.pdf,Question paper,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6531 extracted chars; 101 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA/EM/DM,mathematics;tertiary olympiad;calculus;linear algebra;combinatorics;graph theory;problem solving,A,Official national mathematics foundation,South African Tertiary Mathematics Olympiad (SATMO) — SAMF official archive,https://www.samf.ac.za/en/tertiary-olympiad,SATMO 2012 — Solutions,https://www.samf.ac.za/content/files/QuestionPapers/CompleteSolutions2012.pdf,Solution,English,Official SAMF public SATMO PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 21174 extracted chars; 282 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
