country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2007",https://www.waeconline.org.ng/e-learning/Mathematics/maths217mq7.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2007",https://www.waeconline.org.ng/e-learning/Mathematics/maths217mq8.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2007",https://www.waeconline.org.ng/e-learning/Mathematics/maths217mq9.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2007",https://www.waeconline.org.ng/e-learning/Mathematics/maths217ms.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2007",https://www.waeconline.org.ng/e-learning/Mathematics/maths217mw.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq1.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq10.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq11.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq12.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq13.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq2.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq3.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq4.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq5.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq6.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq7.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq8.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2008",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nq9.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec. 2008 - Candidates' Strength",https://www.waeconline.org.ng/e-learning/Mathematics/maths217ns.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec. 2008 - Candidates' Weakness",https://www.waeconline.org.ng/e-learning/Mathematics/maths217nw.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq1.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq10.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq11.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq12.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq13.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq2.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq3.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq4.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq5.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq6.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq7.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq8.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,GA,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mq9.html,Question page,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009-Strength",https://www.waeconline.org.ng/e-learning/Mathematics/maths218ms.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2,May/June. 2009 - Weakness/Remedies",https://www.waeconline.org.ng/e-learning/Mathematics/maths218mw.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq1.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq10.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq11.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq12.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq13.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq2.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
Nigeria,EM,mathematics;WASSCE;question;exam analysis,A,Official examination council e-learning archive,West African Examinations Council Mathematics e-Learning (Nigeria),https://www.waeconline.org.ng/e-learning/Mathematics/mathsmain.html,"General Mathematics Paper 2, Nov/Dec 2009",https://www.waeconline.org.ng/e-learning/Mathematics/maths218nq3.html,Examiner analysis,English,Official public WAEC Nigeria e-learning page with substantive mathematics question content or examiner analysis; retained as a free web resource after direct HTTP and text-content audit.,Free public web resource,Official source HTTP 200 + substantive English page audit · verified 2026-08-16,Yes
