country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2026 — Grade 12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2026Euclid%28E%29FINAL.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Senior 2026 — Grade 9/10/11/12 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2026CCCResults.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Junior 2026 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2026CCCJuniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Senior 2026 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2026CCCSeniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2025 — Grade 9 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025PascalSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2025 — Grade 9 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025PascalContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2025 — Grade 11 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025FermatSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2025 — Grade 11 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025FermatContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Cayley 2025 — Grade 10 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025CayleySolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Cayley 2025 — Grade 10 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025CayleyContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2025 — Grade 8 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025GaussSolutions.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2025 — Grade 8 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025Gauss8Contest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2025 — Grade 7 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025Gauss7Contest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2025 — Grade 12 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025EuclidSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2025 — Grade 12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025EuclidContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Senior 2025 — Grade 9/10/11/12 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025CCCResults.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Junior 2025 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025CCCJuniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Senior 2025 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025CCCSeniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Beaver Computing Challenge 2025 — Grade 9/10 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2025BCCContestSolutions9_10.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2024 — Grade 9 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2026/2024PascalSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2024 — Grade 9 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024PascalContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2024 — Grade 11 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024FermatSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2024 — Grade 11 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024FermatContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Cayley 2024 — Grade 10 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024CayleyContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2024 — Grade 8 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024GaussSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2024 — Grade 8 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024Gauss8Contest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2024 — Grade 7 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024Gauss7Contest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2024 — Grade 12 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024EuclidSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2024 — Grade 12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/2024EuclidContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Junior 2024 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/juniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Senior 2024 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2024/seniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Beaver Computing Challenge 2024 — Grade 9/10 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2025/2024BCCContestSolutions9_10.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2023 — Grade 9 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023PascalSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2023 — Grade 9 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023PascalContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2023 — Grade 11 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023FermatSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2023 — Grade 11 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023FermatContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Cayley 2023 — Grade 10 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023CayleySolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Cayley 2023 — Grade 10 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023CayleyContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2023 — Grade 8 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023Gauss8Contest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2023 — Grade 7 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023GaussSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Gauss 2023 — Grade 7 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023Gauss7Contest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2023 — Grade 12 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023EuclidSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Euclid 2023 — Grade 12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/2023EuclidContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Senior 2023 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/seniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Canadian Computing Competition Junior 2023 — Grade 9/10/11/12 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2023/juniorEF.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2022 — Grade 9 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2022/2022PascalSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Pascal 2022 — Grade 9 contest paper,https://cemc.uwaterloo.ca/sites/default/files/documents/2022/2022PascalContest.pdf,Contest paper,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
Canada,EM/DM,engineering mathematics;discrete mathematics;computational thinking;algorithms;problem solving;contest;solution,A,University contest archive,University of Waterloo CEMC past contests archive,https://cemc.uwaterloo.ca/resources/past-contests,CEMC Fermat 2022 — Grade 11 solutions,https://cemc.uwaterloo.ca/sites/default/files/documents/2022/2022FermatSolution.pdf,Solution archive,English,"Official University of Waterloo CEMC archive entry, extracted from the public past-contests table.",Free public PDF,HTTP 200 · verified 2026-08-14,Yes
