country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Gold — Supervision (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1547,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Gold — Supervision (official solution),https://usaco.org/current/data/sol_prob3_gold_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Silver — Lineup Queries (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1542,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Silver — Lineup Queries (official solution),https://usaco.org/current/data/sol_prob1_silver_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Silver — Mooclear Reactor (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1543,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Silver — Mooclear Reactor (official solution),https://usaco.org/current/data/sol_prob2_silver_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Silver — Sliding Window Summation (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1544,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Silver — Sliding Window Summation (official solution),https://usaco.org/current/data/sol_prob3_silver_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Bronze — Chip Exchange (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1539,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Bronze — Chip Exchange (official solution),https://usaco.org/current/data/sol_prob1_bronze_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Bronze — COW Splits (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1540,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Bronze — COW Splits (official solution),https://usaco.org/current/data/sol_prob2_bronze_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Bronze — Photoshoot (official problem),https://usaco.org/index.php?page=viewproblem2&cpid=1541,Olympiad problem,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
United States,DM,discrete mathematics;algorithms;combinatorics;graph theory;programming;Olympiad;contest;problem solving,A,National computing Olympiad contest archive,USA Computing Olympiad 2026 First Contest archive (official),https://usaco.org/index.php?page=season26contest1results,USACO 2026 First Contest — Bronze — Photoshoot (official solution),https://usaco.org/current/data/sol_prob3_bronze_season26contest1.html,Solution archive,English,Official USACO contest material; public problem statement or associated solution page. Login is not required to read the resource.,Free public web resource,HTTP 200 · verified 2026-08-16,Yes
