country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Methods past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-methods-past-atar-course-exams,SCSA 2023 Mathematics Methods — examination (exam free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0005/1091561/2023-MAM-Examination-Calculator-Free.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Methods past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-methods-past-atar-course-exams,SCSA 2023 Mathematics Methods — marking key (key free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0006/1091562/2023-MAM-Ratified-Marking-Key-Calculator-Free.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Methods past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-methods-past-atar-course-exams,SCSA 2022 Mathematics Methods — examination (exam assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0006/1042359/2022-MAM-Examination-Calculator-Assumed.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Methods past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-methods-past-atar-course-exams,SCSA 2022 Mathematics Methods — marking key (key assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0016/1042360/2022-MAM-Ratified-Calc-Assumed-Marking-Key.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Methods past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-methods-past-atar-course-exams,SCSA 2022 Mathematics Methods — examination (exam free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0017/1042361/2022-MAM-Examination-Calculator-Free.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Methods past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-methods-past-atar-course-exams,SCSA 2022 Mathematics Methods — marking key (key free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0018/1042362/2022-MAM-Ratified-Calc-Free-Marking-Key.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2025 Mathematics Specialist — marking key (key assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0012/1231131/2025-MAS-Ratified-Calc-Assumed-Marking-Key.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2025 Mathematics Specialist — marking key (key free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0013/1231132/2025-MAS-Ratified-Calc-Free-Marking-Key.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2025 Mathematics Specialist — examination (exam assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0019/1231129/2025-MAS-Examination-Calculator-Assumed.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2025 Mathematics Specialist — examination (exam free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0011/1231130/2025-MAS-Examination-Calculator-Free.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2024 Mathematics Specialist — examination (exam assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0006/1171473/2024-MAS-Examination-Calculator-Assumed-Web-Version.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2024 Mathematics Specialist — examination (exam free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0007/1171474/2024-MAS-Examination-Calculator-Free-Web-Version.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2024 Mathematics Specialist — marking key (key assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0008/1171475/2024-MAS-Ratified-Calc-Assumed-Marking-Key-Web-Version.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2024 Mathematics Specialist — marking key (key free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0009/1171476/2024-MAS-Ratified-Calc-Free-Marking-Key-Web-Version.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2023 Mathematics Specialist — examination (exam assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0004/1092739/2023-MAS-Examination-Calculator-Assumed.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2023 Mathematics Specialist — marking key (key assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0006/1092741/2023-MAS-Ratified-Marking-Key-Calculator-Assumed.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2023 Mathematics Specialist — examination (exam free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0005/1092740/2023-MAS-Examination-Calculator-Free.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2023 Mathematics Specialist — marking key (key free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0007/1092742/2023-MAS-Ratified-Marking-Key-Calculator-Free.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2022 Mathematics Specialist — examination (exam assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0006/1042368/2022-MAS-Examination-Calculator-Assumed.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2022 Mathematics Specialist — marking key (key assumed),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0007/1042369/2022-MAS-Calc-Assumed-Ratified-Marking-Key.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2022 Mathematics Specialist — examination (exam free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0017/1042370/2022-MAS-Examination_Calculator-Free.PDF,Exam paper,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
Australia,EM,mathematics;calculus;functions;probability;statistics;algebra;geometry;assessment;past year questions,A,State examination authority archive,SCSA Mathematics Specialist past ATAR course exams (official),https://senior-secondary.scsa.wa.edu.au/further-resources/past-atar-course-exams/mathematics-specialist-past-atar-course-exams,SCSA 2022 Mathematics Specialist — marking key (key free),https://senior-secondary.scsa.wa.edu.au/__data/assets/pdf_file/0018/1042371/2022-MAS-Calc-Free-Ratified-Marking-Key.PDF,Solution archive,English,Official SCSA public English assessment document; substantive examination or marking-key PDF retained. Formula sheets and summary reports excluded.,Free public web resource,Browser HTTP 200 + local PDF audit · verified 2026-08-16,Yes
