country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 8 and 9 2020,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2020upcompetitiongrade8and9.zp192273.pdf?VersionId=nJ3KkV7vTWWlCNuXGgKLFQfGnTZ9AFM6,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2020-gr-8-and-9-2020.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr10 and 11 2020,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2020upcompetitongrade10and11.zp192274.pdf?VersionId=F.LkvyIoQl._c8AlQDWjwQldfZGYTPhZ,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2020-gr10-and-11-2020.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 6 and 7 2015,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2015grade6and7paper.zp84854.pdf?VersionId=I6mhLkxJzuOb0g87w_oxhfQUpXE5.wk0,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2015-gr-6-and-7-2015.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 8 and 9 2015,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2015grade8and9paper.zp84855.pdf?VersionId=yw4PxhutPm5MUdmmQ8aoPxTGcxRITX_p,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2015-gr-8-and-9-2015.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 10 and 11 2015,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2015grade10and11paper.zp84856.pdf?VersionId=5ymaiYTHr5F_PZPqEZgmaqsJ2nXvcQyG,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2015-gr-10-and-11-2015.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 6 and 7 2017,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2017papergrade6and7.zp131562.pdf?VersionId=SyPF3J4CqT_XKJ.fWrb_RgzMVFV3.l11,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2017-gr-6-and-7-2017.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 8 and 9 2017,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2017papergrade8and9.zp131564.pdf?VersionId=lhwQvfziHw_kFrbUstqIOjPUPa8XjMBw,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2017-gr-8-and-9-2017.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr10 and 11 2017,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2017papergrade10and11.zp131566.pdf?VersionId=ACcaU95L9bXuPNxPsg3gV5IsG1eO72pO,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2017-gr10-and-11-2017.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 6 and 7 2019,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2019uppapergrade6and7.zp183937.pdf?VersionId=t10fhNlTRKwmYxv.5FlKucYZV5Q0mQvq,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2019-gr-6-and-7-2019.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 8 and 9 2019,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2019uppapergrade8and9.zp183938.pdf?VersionId=vKxU8LBHUtYfrrHB82H3MFm_cvb7dKGR,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2019-gr-8-and-9-2019.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr10 and 11 2019,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/2019uppapergrade10and11.zp183939.pdf?VersionId=nJD5okvsSqqO0Ncns47MXUhKNxk5hdNf,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2019-gr10-and-11-2019.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 6 and 7 2021,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/up-competition-2021-grade-6-7-paper.zp206694.pdf?VersionId=FUIoUstgWB17L5DVwgUv_OFoS5Mqee9R,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2021-gr-6-and-7-2021.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 8 and 9 2021,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/up-competition-2021-grade-8-9-paper.zp206695.pdf?VersionId=_zCmaN9WsxaBJTjGkDBV1XWTh_7wIQnW,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2021-gr-8-and-9-2021.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;arithmetic;algebra;geometry;combinatorics;probability;statistics;problem solving;contest,A,University competition archive,University of Pretoria Mathematics Competition,https://www.up.ac.za/mathematics-and-applied-mathematics/mathematics-competition,University of Pretoria Mathematics Competition — Gr 10 and 11 2021,https://drupalwebprod-files.up.ac.za/Public/media/128/documents/inline/47663/up-competition-2021-grade-10-11-paper.zp206696.pdf?VersionId=.JU3vS5TBviGkq4vmB0pcnEnPsi3a2Li,Contest paper,English,Official UP Mathematics Competition paper; local pdftotext audit confirms substantive English mathematics problem content. Stable direct file linked by the university page. Internal audit ID: south-africa-upmc-2021-gr-10-and-11-2021.,Free public PDF,HTTP 200 + local English/substantive clean-content audit · verified 2026-08-17,Yes
