country,resource_url,http_status,content_type,live_bucket,source_type
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/kosen.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/graduate.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/junior_college.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/uni_national.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/online.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/pro_training.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/uni_proandvoc.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/prearrival/uni_national.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/other.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/index.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/procedure/exam_voucher_soufu.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/about/about_a/foundation.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/about/revision/rev_basic.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/about/data/applicants_examinees.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/prearrival/number.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/use/use_number.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/reissue/abroad.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/reissue/index.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/faq_eju/jlpt.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/pastpaper_sample/__icsFiles/afieldfile/2023/06/27/answersheet_sample_en_3.pdf,200,application/pdf,200_pdf,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/prearrival/index.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/procedure/score_report_soufu.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/index.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/student_voice_tang_pei_he.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/student_voice_zorigbayar_tamir.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/student_voice_enkhbold_m.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/student_voice_han_eojin.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/student_voice_t_n_p_linh.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/examinee/voice/student_voice_tu_weixiao.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/faq_eju/examinee.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/about/data/examinees.html,200,text/html; charset=utf-8,200_html,admissions exam
Japan,https://www.jasso.go.jp/en/ryugaku/eju/faq_eju/about.html,200,text/html; charset=utf-8,200_html,admissions exam
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2005.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2007.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo1-2018.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/bmo2-2005.pdf,200,application/pdf,200_pdf,contest archive
United Kingdom,https://bmos.ukmt.org.uk/home/fist-1989.pdf,200,application/pdf,200_pdf,contest archive
