country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2024 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2024,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2024. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2024 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2024,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2024. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2024 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2024,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2024. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2024 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2024,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2024. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2023,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2023. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2023,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2023. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2023,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2023. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2023,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2023. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2023,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2023. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2023,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2023. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2023,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2023. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2023 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2023,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2023. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2022,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2022. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2022,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2022. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2022,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2022. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2022,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2022. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2022,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2022. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2022,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2022. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2022,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2022. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2022 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2022,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2022. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2021,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2021. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2021,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2021. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/GWF/2021,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition problem paper, 2021. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/GWF/2021,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Regional Competition solutions, 2021. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 National Competition Preliminary Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/ZWF/2021,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round problem paper, 2021. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 National Competition Preliminary Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/ZWF/2021,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Preliminary Round solutions, 2021. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 National Competition Final Round Problems (ÖMO),https://www.math.aau.at/OeMO/problems/BWF/2021,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round problem paper, 2021. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2021 National Competition Final Round Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/BWF/2021,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad National Competition Final Round solutions, 2021. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 Junior Regional Competition Problems (ÖMO),https://www.math.aau.at/OeMO/problems/LWA/2020,Problem paper (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition problem paper, 2020. English problem statements (algebra, geometry, number theory, combinatorics, inequalities). Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
Austria,GA/DM,"olympiad,problems,solutions,algebra,geometry,number theory,combinatorics,inequalities",A,University-hosted olympiad archive,Austrian Mathematical Olympiad English archive,https://www.math.aau.at/OeMO/problems/,Austrian Mathematical Olympiad 2020 Junior Regional Competition Solutions (ÖMO),https://www.math.aau.at/OeMO/solutions/LWA/2020,Solutions document (PDF),English,"Official Austrian Mathematical Olympiad Junior Regional Competition solutions, 2020. English full solutions to the contest problems. Hosted first-party at University of Klagenfurt.",Free public PDF,HTTP 200 · verified 2026-08-24,yes
