country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2023 New Zealand Mathematical Olympiad Round 1 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2023&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2023 New Zealand Mathematical Olympiad Round 2 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2023,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2023 New Zealand Mathematical Olympiad Round 2 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2023&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2022 New Zealand Mathematical Olympiad Round 1 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2022,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2022 New Zealand Mathematical Olympiad Round 1 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2022&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2022 New Zealand Mathematical Olympiad Round 2 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2022,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2022 New Zealand Mathematical Olympiad Round 2 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2022&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2021 New Zealand Mathematical Olympiad Round 1 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2021,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2021 New Zealand Mathematical Olympiad Round 1 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2021&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2021 New Zealand Mathematical Olympiad Round 2 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2021,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2021 New Zealand Mathematical Olympiad Round 2 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2021&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2020 New Zealand Mathematical Olympiad Round 1 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2020,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2020 New Zealand Mathematical Olympiad Round 1 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2020&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2020 New Zealand Mathematical Olympiad Round 2 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2020,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2020 New Zealand Mathematical Olympiad Round 2 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2020&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2019 New Zealand Mathematical Olympiad Round 1 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2019,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2019 New Zealand Mathematical Olympiad Round 1 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2019&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2019 New Zealand Mathematical Olympiad Round 2 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2019,Contest paper,English,Official NZMO problem file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
New Zealand,DM,"combinatorics, geometry, number theory, olympiad, solutions",A,Official olympiad organizer,New Zealand Maths Olympiad — resources archive,https://www.mathsolympiad.org.nz/resources/,2019 New Zealand Mathematical Olympiad Round 2 solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2019&type=solutions,Solution archive,English,Official NZMO solution file from the public resources archive.,Free public download,HTTP 200 · verified 2026-08-14,yes
Japan,EM,"calculus, linear algebra, mathematical methods, entrance examination",A,University,University of Tokyo IST — past entrance exams,https://www.i.u-tokyo.ac.jp/edu/entra/examarchive_e.shtml,2026 University of Tokyo mathematics entrance exam questions,https://www.i.u-tokyo.ac.jp/edu/entra/ay2026_math.pdf,Exam paper,English,Official University of Tokyo graduate entrance mathematics questions with Japanese/English material.,Free public download,HTTP 200 · verified 2026-08-14,yes
