country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
United States,EM,"algebra,calculus,linear algebra,interactive homework",B,Open practice,MyOpenMath self-study courses,https://www.myopenmath.com/,Free interactive mathematics practice,https://www.myopenmath.com/,Practice and quizzes,English,Free and open interactive mathematics practice with immediate feedback through self-study courses and open textbooks; student account creation is available. Automated verification returned HTTP 403; access may be blocked for automated clients.,Free with optional account,Access caveat: automated verification returned HTTP 403,Yes
United Kingdom,GA,"verbal reasoning,numerical reasoning,mental ability",A,Government,UK Civil Service verbal and numerical test guidance,https://www.gov.uk/guidance/preparing-for-the-civil-service-verbal-and-numerical-tests,Free Civil Service practice guidance,https://www.gov.uk/guidance/preparing-for-the-civil-service-verbal-and-numerical-tests,Practice tests,English,"Official free guidance for verbal and numerical mental-ability tests, including true or false or cannot-say verbal items and graph or table numerical items.",Free,Verified free government source,Yes
United Kingdom,GA,"verbal reasoning,quantitative reasoning,decision making",A,Testing body,UK UCAT practice tests and question banks,https://www.ucat.ac.uk/prepare/practice-tests/,Free UCAT question banks and practice tests,https://www.ucat.ac.uk/prepare/practice-tests/,Practice tests,English,"Official free question banks for verbal reasoning, decision making, quantitative reasoning, and situational judgement with answer rationales and timed or untimed practice.",Free,Verified free first-party source,Yes
United Kingdom,GA,"critical reasoning,reading comprehension",A,Testing body,LNAT practice tests,https://lnat.ac.uk/how-to-prepare/practice-test/,Free LNAT practice tests and commentaries,https://lnat.ac.uk/how-to-prepare/practice-test/,Practice tests,English,"Official free browser simulation, sample tests, paper-based practice versions, commentaries, and marking-scheme materials.",Free,Verified free first-party source,Yes
United Kingdom,GA,"verbal,inductive,numerical reasoning",A,Testing body,SHL Direct practice tests,https://www.shl.com/shldirect/en/practice-tests/,Free SHL assessment practice,https://www.shl.com/shldirect/en/practice-tests/,Practice tests,English,First-party free practice tests and assessment examples for employment aptitude formats; practice difficulty may differ from a live assessment.,Free,Verified free first-party source,Yes
United Kingdom,GA,"verbal,inductive,numerical reasoning",A,Testing body,SHL Direct assessment examples,https://www.shl.com/shldirect/en/example-questions/,Free SHL example questions,https://www.shl.com/shldirect/en/example-questions/,Practice and quizzes,English,First-party examples covering SHL assessment formats with links onward to practice tests.,Free,Verified free first-party source,Yes
United States,GA,"verbal,quantitative,analytical writing",A,Testing body,ETS GRE General Test preparation,https://www.ets.org/gre/test-takers/general-test/prepare.html,Free GRE practice subset,https://www.ets.org/gre/test-takers/general-test/prepare.html,Practice tests,English,Official preparation gateway with a free mini quiz and free practice information; some expanded tools and products are paid or account-based.,Free subset,Verified free subset,Yes
United States,GA/EM,"reading,writing,mathematics",A,Testing body,ACT free practice and prep,https://www.act.org/content/act/en/products-and-services/the-act/test-preparation/free-act-test-prep.html,Free ACT practice tests and explanations,https://www.act.org/content/act/en/products-and-services/the-act/test-preparation/free-act-test-prep.html,Practice tests,English,"Official free practice tests, quizzes, daily questions, authentic questions, explanations, strategies, and subject resources.",Free,Verified free first-party source,Yes
Global,GA/DM,"mathematical olympiad,problem solving,solutions",B,Social archive,AoPS Olympiad Archive,https://artofproblemsolving.com/wiki/index.php/Olympiad_Archive,Olympiad problem archive,https://artofproblemsolving.com/wiki/index.php/Olympiad_Archive,Problem archive,English,Large free community-maintained archive of mathematical olympiad problems and solutions; supplemental rather than first-party. Automated verification returned HTTP 403; access may be blocked for automated clients.,Free with optional account,Access caveat: automated verification returned HTTP 403,Yes
Global,GA/DM,"IMO,national olympiads,solutions",B,Educator archive,Evan Chen Olympiad Problems and Solutions,https://web.evanchen.cc/problems.html,Olympiad problems and solutions,https://web.evanchen.cc/problems.html,Problem archive,English,Free problem-and-solution collection for IMO and national mathematics contests.,Free,Verified free educator archive,Yes
Canada,GA/EM/DM,"problem solving,contests,solutions"," ""A""",University,"CEMC Past Contests, Solutions and Results",https://cemc.uwaterloo.ca/resources/past-contests,CEMC past contests and solutions archive,https://cemc.uwaterloo.ca/resources/past-contests,Problem archive,English,"Official University of Waterloo archive with free past contest questions, solutions, and results across multiple contest families.",Free public archive,Verified free first-party source,Yes
Canada,DM/GA,"computational thinking,logic,problem solving",A,University,CEMC Beaver Computing Challenge archive,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=26,Beaver Computing Challenge past questions and solutions,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=26,Problem sets and solutions,English,Free official archive for computational-thinking problems with contest and solution downloads.,Free public archive,Verified free first-party source,Yes
Canada,DM/GA,"computer science,algorithms,logic",A,University,CEMC Canadian Computing Competition archive,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=29,Canadian Computing Competition past questions and solutions,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=29,Problem sets and solutions,English,"Free official archive of Canadian Computing Competition questions, solutions, and results.",Free public archive,Verified free first-party source,Yes
Canada,DM/GA,"combinatorics,number theory,proofs",A,University,CEMC Euclid contest archive,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=24,Euclid mathematics contest past questions and solutions,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=24,Exam papers and solutions,English,Free official archive of Euclid contest papers and solution materials.,Free public archive,Verified free first-party source,Yes
Canada,GA/EM/DM,"algebra,geometry,number theory",A,University,CEMC Gauss and PCF contest archive,https://cemc.uwaterloo.ca/resources/past-contests?contest_category=13,"Gauss, Pascal, Cayley, and Fermat past contests",https://cemc.uwaterloo.ca/resources/past-contests?contest_category=13,Exam papers and solutions,English,"Free official archive for school mathematics contest questions and solutions, with a problem-set generator for selected contests.",Free public archive,Verified free first-party source,Yes
Canada,DM/GA,"olympiad,proofs,number theory",A,Mathematical society,Canadian Mathematics Olympiad,https://cms.math.ca/competitions/cmo/,Canadian Mathematics Olympiad official problems and solutions,https://cms.math.ca/competitions/cmo/,Problem sets and solutions,English,Official Canadian Mathematical Society olympiad gateway with publicly exposed problem and solution materials.,Free public archive,Verified free first-party source,Yes
Canada,GA/DM,"problem generation,practice",A,University,CEMC Problem Set Generator,https://cemc.uwaterloo.ca/resources/psg,CEMC customizable problem-set generator,https://cemc.uwaterloo.ca/resources/psg,Practice and quizzes,English,"Free official generator for customized sets of past Gauss, Pascal, Cayley, and Fermat problems.",Free public tool,Verified free first-party source,Yes
Australia,GA/EM/DM,"olympiad,proofs,solutions",A,Mathematics trust,Australian Maths Trust past papers,https://amt.edu.au/department/past-papers,Australian Maths Trust past-paper archive,https://amt.edu.au/department/past-papers,Problem archive,English,"Official AMT archive with free AMO, AMC practice, and AIMO problem-and-solution materials.",Free public archive,Verified free first-party source,Yes
Australia,DM/GA,"olympiad,proofs,solutions",A,Mathematics trust,Australian Maths Trust,https://amt.edu.au/department/past-papers,2019 Australian Mathematical Olympiad paper and solutions,https://amt.edu.au/wp-content/uploads/2020/05/AMO-2019-paper-and-solutions.pdf,Exam paper and solutions,English,Free official Australian Mathematical Olympiad paper with solutions.,Free,Verified free first-party source,Yes
Australia,DM/GA,"olympiad,proofs,solutions",A,Mathematics trust,Australian Maths Trust,https://amt.edu.au/department/past-papers,2020 Australian Mathematical Olympiad paper and solutions,https://amt.edu.au/wp-content/uploads/2020/05/AMO-2020-paper-and-solutions.pdf,Exam paper and solutions,English,Free official Australian Mathematical Olympiad paper with solutions.,Free,Verified free first-party source,Yes
Australia,GA/EM,"arithmetic,algebra,problem solving",A,Mathematics trust,Australian Maths Trust,https://amt.edu.au/department/past-papers,AMC senior practice questions and solutions,https://amt.edu.au/wp-content/uploads/2019/05/AMC-practice-problems-solutions-Set1-SEN.pdf,Practice questions and solutions,English,Free official Australian Mathematics Competition practice set for senior students with solutions.,Free,Verified free first-party source,Yes
Australia,GA/EM,"arithmetic,algebra,problem solving",A,Mathematics trust,Australian Maths Trust,https://amt.edu.au/department/past-papers,AMC intermediate practice questions and solutions,https://amt.edu.au/wp-content/uploads/2019/05/AMC-practice-problems-solutions-Set1-INT.pdf,Practice questions and solutions,English,Free official Australian Mathematics Competition practice set for intermediate students with solutions.,Free,Verified free first-party source,Yes
Australia,GA/EM,"arithmetic,algebra,problem solving",A,Mathematics trust,Australian Maths Trust,https://amt.edu.au/department/past-papers,AMC junior practice questions and solutions,https://amt.edu.au/wp-content/uploads/2019/05/AMC-practice-problems-solutions-Set1-JUN.pdf,Practice questions and solutions,English,Free official Australian Mathematics Competition practice set for junior students with solutions.,Free,Verified free first-party source,Yes
Australia,GA/EM,"arithmetic,algebra,problem solving",A,Mathematics trust,Australian Maths Trust,https://amt.edu.au/department/past-papers,AMC upper-primary practice questions and solutions,https://amt.edu.au/wp-content/uploads/2019/05/AMC-practice-problems-solutions-Set1-UPR.pdf,Practice questions and solutions,English,Free official Australian Mathematics Competition practice set for upper-primary students with solutions.,Free,Verified free first-party source,Yes
New Zealand,DM/GA,"olympiad,proofs,problem solving",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,New Zealand Maths Olympiad resource hub,https://www.mathsolympiad.org.nz/resources/,Problem archive,English,"Official NZMOC resource hub with workshop problems, sample problems, and NZMO round archives.",Free public archive,Verified free first-party source,Yes
New Zealand,DM,"algebra,proofs",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,Sample algebra problems,https://www.mathsolympiad.org.nz/resources/problems/sample_algebra_problems.pdf,Problem set,English,Free official sample algebra problem set for olympiad preparation.,Free,Verified free first-party source,Yes
New Zealand,DM,"algebra,proofs,solutions",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,Sample algebra solutions,https://www.mathsolympiad.org.nz/resources/problems/sample_algebra_solutions.pdf,Solutions,English,Free official sample algebra solutions for olympiad preparation.,Free,Verified free first-party source,Yes
New Zealand,DM,"combinatorics,proofs",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,Sample combinatorics problems,https://www.mathsolympiad.org.nz/resources/problems/sample_combinatorics_problems.pdf,Problem set,English,Free official sample combinatorics problem set for olympiad preparation.,Free,Verified free first-party source,Yes
New Zealand,DM,"geometry,proofs",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,Sample geometry problems,https://www.mathsolympiad.org.nz/resources/problems/sample_geometry_problems.pdf,Problem set,English,Free official sample geometry problem set for olympiad preparation.,Free,Verified free first-party source,Yes
New Zealand,DM,"number theory,proofs",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,Sample number theory problems,https://www.mathsolympiad.org.nz/resources/problems/sample_number_theory_problems.pdf,Problem set,English,Free official sample number-theory problem set for olympiad preparation.,Free,Verified free first-party source,Yes
New Zealand,DM/GA,"olympiad,proofs",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,2026 NZMO Round 1 problems,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2026,Exam paper,English,Free official NZMO Round 1 problem page; official solutions are posted after the release window.,Free,Verified free first-party source,Yes
New Zealand,DM/GA,"olympiad,proofs,solutions",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,2025 NZMO Round 2 problems and solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=2&year=2025,Exam paper and solutions,English,Free official NZMO Round 2 archive page with problem and solution materials where released.,Free,Verified free first-party source,Yes
New Zealand,DM/GA,"olympiad,proofs,solutions",A,Olympiad committee,New Zealand Maths Olympiad,https://www.mathsolympiad.org.nz/,2025 NZMO Round 1 problems and solutions,https://www.mathsolympiad.org.nz/competitions/nzmo/files/problems.php?round=1&year=2025,Exam paper and solutions,English,Free official NZMO Round 1 archive page with problem and solution materials where released.,Free,Verified free first-party source,Yes
Germany,DM/GA,"algorithms,problem solving,solutions",A,Competition organization,BWINF task collection,https://bwinf.de/bundeswettbewerb/aufgaben/,BWINF task and solution-hint archive,https://bwinf.de/bundeswettbewerb/aufgaben/,Problem archive,English,Official German archive of Bundeswettbewerb Informatik task sheets and solution hints across many annual rounds. Original content is German.,Free public archive,Verified free first-party source; original content German,Yes
Germany,DM/GA,"algorithms,solutions",A,Competition organization,BWINF task collection,https://bwinf.de/bundeswettbewerb/aufgaben/,BWINF 44th competition Round 1 solution hints,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/44/1_Runde/Loesungshinweise441.pdf,Solutions,English,Free official German competition solution hints; English-facing title provided while preserving the original URL.,Free,Verified free first-party source; original content German,Yes
Germany,DM/GA,"algorithms,solutions",A,Competition organization,BWINF task collection,https://bwinf.de/bundeswettbewerb/aufgaben/,BWINF 44th competition Round 2 solution hints,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/44/2_Runde/L%C3%B6sungshinweise442.pdf,Solutions,English,Free official German competition solution hints; English-facing title provided while preserving the original URL.,Free,Verified free first-party source; original content German,Yes
Germany,DM/GA,"algorithms,solutions",A,Competition organization,BWINF task collection,https://bwinf.de/bundeswettbewerb/aufgaben/,BWINF 43rd competition Round 1 solution hints,https://bwinf.de/fileadmin/wettbewerbe/bundeswettbewerb/43/1_runde/Loesungshinweise431.pdf,Solutions,English,Free official German competition solution hints; English-facing title provided while preserving the original URL.,Free,Verified free first-party source; original content German,Yes
Germany,DM/GA,"computational thinking,logic",A,Competition organization,BWINF Informatik-Biber archive,https://bwinf.de/informatik-biber/aufgaben/,Informatik-Biber task archive,https://bwinf.de/informatik-biber/aufgaben/,Problem archive,English,Official German archive of Informatik-Biber tasks with and without solutions; original content is German.,Free public archive,Verified free first-party source; original content German,Yes
France,EM/DM,"calculus,algebra,probability",A,Ministry of Education,French baccalaureate examination annals,https://eduscol.education.gouv.fr/5199/annales-des-epreuves-du-baccalaureat-des-voies-generale-et-technologique,French baccalaureate mathematics examination annals,https://eduscol.education.gouv.fr/5199/annales-des-epreuves-du-baccalaureat-des-voies-generale-et-technologique,Exam archive,English,Official French Ministry gateway to subject-filtered baccalaureate examination annals; original documents are French. Automated verification returned HTTP 403; browser access may still work.,Free public archive,Access caveat: automated verification returned HTTP 403,Yes
France,DM/GA,"olympiad,proofs",A,Ministry of Education,Éduscol national mathematics olympiads,https://eduscol.education.fr/3433/olympiades-nationales-de-mathematiques,French national mathematics olympiad archive,https://eduscol.education.fr/3433/olympiades-nationales-de-mathematiques,Exam archive,English,Official French Ministry page for national mathematics olympiad information and annals; original documents are French. Automated verification returned HTTP 403; browser access may still work.,Free public archive,Access caveat: automated verification returned HTTP 403,Yes
France,DM/GA,"olympiad,proofs,solutions",A,Mathematics association,APMEP olympiad annals,https://www.apmep.fr/Les-Olympiades-nationales-de-mathematiques,French olympiad annual problem archive and advice,https://www.apmep.fr/Les-Olympiades-nationales-de-mathematiques,Problem archive,English,Public APMEP archive of French olympiad subjects and advice; original materials are French.,Free public archive,Verified free first-party source; original content French,Yes
France,DM/GA,"olympiad,proofs",A,Academic network,Euler olympiad annals,https://euler.ac-versailles.fr/spip.php?rubrique201,Euler French olympiad subject archive,https://euler.ac-versailles.fr/spip.php?rubrique201,Problem archive,English,Public academic archive of French olympiad subjects and related materials; original materials are French. Automated verification returned a TLS error; access should be checked in-browser.,Free public archive,Access caveat: automated verification returned TLS error,Yes
France,DM/GA,"olympiad,proofs,solutions",A,Olympiad preparation,French Olympiad preparation tests,https://maths-olympiques.fr/,French Olympiad past tests,https://maths-olympiques.fr/?page_id=479,Problem archive,English,Public POFM page for past tests and preparation materials; original content is French.,Free public archive,Verified free first-party source; original content French,Yes
France,DM/GA,"olympiad,proofs,solutions",A,Olympiad preparation,French Olympiad preparation tests,https://maths-olympiques.fr/,French Olympiad test and selection archive,https://maths-olympiques.fr/?cat=4,Problem archive,English,Public POFM category for tests and selection materials; original content is French.,Free public archive,Verified free first-party source; original content French,Yes
