country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2018/index.php?id=problems_math,RMM 2018 Day 1 — English problems & solutions,https://rmms.lbi.ro/rmm2018/pr/RMM2018-Day1-English.pdf,Solution archive,English,Official RMM 2018 Day 1 paper with solutions (titled 'Day 1 — Solutions'); verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2018/index.php?id=problems_math,RMM 2018 Day 2 — English problems & solutions,https://rmms.lbi.ro/rmm2018/pr2/RMM2018-Day2-English.pdf,Solution archive,English,Official RMM 2018 Day 2 paper with solutions (titled 'Day 2 — Solutions'); verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2019/index.php?id=problems_math,RMM 2019 Day 1 — English problems & solutions,https://rmms.lbi.ro/rmm2019/pr/RMM2019-Day1-English.pdf,Solution archive,English,Official RMM 2019 Day 1 paper with solutions (titled 'Day 1 — Solutions'); verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2019/index.php?id=problems_math,RMM 2019 Day 2 — English problem paper,https://rmms.lbi.ro/rmm2019/pr2/RMM2019-Day2-English.pdf,Olympiad problem,English,Official RMM 2019 Day 2 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2021/index.php?id=problems_math,RMM 2021 Day 1 — English problems,https://rmms.lbi.ro/rmm2021/pr1/RMM2021-Day1-English.pdf,Olympiad problem,English,Official RMM 2021 Day 1 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2021/index.php?id=problems_math,RMM 2021 Day 1 — English solutions,https://rmms.lbi.ro/rmm2021/pr1/RMM2021-Day1-English_Solutions.pdf,Solution archive,English,Official RMM 2021 Day 1 solutions; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2021/index.php?id=problems_math,RMM 2021 Day 2 — English problems,https://rmms.lbi.ro/rmm2021/pr2/RMM2021-Day2-English.pdf,Olympiad problem,English,Official RMM 2021 Day 2 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2021/index.php?id=problems_math,RMM 2021 Day 2 — English solutions,https://rmms.lbi.ro/rmm2021/pr2/RMM2021-Day2-English_Solutions.pdf,Solution archive,English,Official RMM 2021 Day 2 solutions; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2023/index.php?id=problems_math,RMM 2023 Day 1 — English problems,https://rmms.lbi.ro/rmm2023/pr1/RMM2023-Day1-English.pdf,Olympiad problem,English,Official RMM 2023 Day 1 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2023/index.php?id=problems_math,RMM 2023 Day 1 — English solutions,https://rmms.lbi.ro/rmm2023/pr1/RMM2023-Day1-English_Solutions.pdf,Solution archive,English,Official RMM 2023 Day 1 solutions; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2023/index.php?id=problems_math,RMM 2023 Day 2 — English problems,https://rmms.lbi.ro/rmm2023/pr2/RMM2023-Day2-English.pdf,Olympiad problem,English,Official RMM 2023 Day 2 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2023/index.php?id=problems_math,RMM 2023 Day 2 — English solutions,https://rmms.lbi.ro/rmm2023/pr2/RMM2023-Day2-English_Solutions.pdf,Solution archive,English,Official RMM 2023 Day 2 solutions; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2024/index.php?id=problems_math,RMM 2024 Day 1 — English problems,https://rmms.lbi.ro/rmm2024/pr1/RMM2024-Day1-English.pdf,Olympiad problem,English,Official RMM 2024 Day 1 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2024/index.php?id=problems_math,RMM 2024 Day 2 — English problems,https://rmms.lbi.ro/rmm2024/pr2/RMM2024-Day2-English.pdf,Olympiad problem,English,Official RMM 2024 Day 2 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2025/index.php?id=problems_math,RMM 2025 Day 1 — English problems,https://rmms.lbi.ro/rmm2025/pr1/RMM2025-Day1-English.pdf,Olympiad problem,English,Official RMM 2025 Day 1 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
Romania,GA,mathematical olympiad;problem solving;algebra;geometry;combinatorics;number theory;discrete mathematics,A,olympiad archive,Romanian Masters of Mathematics (RMM) official archive,https://rmms.lbi.ro/rmm2025/index.php?id=problems_math,RMM 2025 Day 2 — English problems,https://rmms.lbi.ro/rmm2025/pr2/RMM2025-Day2-English.pdf,Olympiad problem,English,Official RMM 2025 Day 2 problems; verified English extract.,Free public PDF,HTTP 200 · verified 2026-08-24,yes
