country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Middle Primary Qualifying Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_MPQR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 7039 extracted chars; 126 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Middle Primary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_MPQR_Sol-1.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 11750 extracted chars; 227 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Middle Primary Final Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_MPFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3960 extracted chars; 85 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Middle Primary Final Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_MPFR_Sol.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 8101 extracted chars; 154 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2023 Middle Primary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/WMC_2023_MPQR_Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 15217 extracted chars; 363 English signals; 21 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Upper Primary,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2018UP.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 7103 extracted chars; 103 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Upper Primary Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Upper-Primary-2018.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5612 extracted chars; 121 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Upper Primary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2019UPQR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5546 extracted chars; 65 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Upper Primary Qualifying Round Solution,http://wmc.ms.wits.ac.za/wp-content/uploads/2022/04/WMC_2019_UP_QR_Sols.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4899 extracted chars; 129 English signals; 15 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Upper Primary Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2019UPFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 2648 extracted chars; 46 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Upper Primary Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/2019-Upper-Primary-Final-Round-Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3184 extracted chars; 63 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Upper Primary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/UP_Quali.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4948 extracted chars; 86 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Upper Primary Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Upper-Primary-QR-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4413 extracted chars; 93 English signals; 15 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Upper Primary Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/WMC_2020_UPFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3705 extracted chars; 107 English signals; 25 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Upper Primary Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Upper-Primary-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4670 extracted chars; 109 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2021 Upper Primary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/08/WMC_2021_UPQR_Final-1.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 8438 extracted chars; 125 English signals; 24 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2021 Upper Primary Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/08/WMC_2021_UPQR_Sols-1.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 10700 extracted chars; 183 English signals; 24 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Upper Primary Qualifying Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UPQR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6102 extracted chars; 117 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Upper Primary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UPQR_Sol-1.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 11067 extracted chars; 227 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Upper Primary Final Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UPFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4161 extracted chars; 88 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Upper Primary Final Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_UPFR_Sol.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 7940 extracted chars; 171 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2023 Upper Primary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/WMC_2023_UPQR_Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 18076 extracted chars; 393 English signals; 20 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Junior Secondary,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2018JS.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6768 extracted chars; 89 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Junior Secondary Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Junior-Secondary-2018.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5154 extracted chars; 109 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Junior Secondary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/08/2019JSQF.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5464 extracted chars; 69 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Junior Secondary Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/2019-Junior-Secondary-Qualifying-Round-Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3418 extracted chars; 64 English signals; 15 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Junior Secondary Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/08/2019JSFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3116 extracted chars; 60 English signals; 14 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Junior Secondary Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2022/04/WMC_2019_JS_FR_Sols.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3992 extracted chars; 80 English signals; 13 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Junior Secondary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/JS_Quali.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4969 extracted chars; 98 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Junior Secondary Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Junior-Secondary-QR-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4211 extracted chars; 107 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Junior Secondary Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/WMC_2020_JSFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 4056 extracted chars; 100 English signals; 25 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Junior Secondary Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Junior-Secondary-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6591 extracted chars; 139 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Junior Secondary Final Round,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_JSFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5155 extracted chars; 125 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2022 Junior Secondary Final Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/2023/02/WMC_2022_JSFR__sol.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 11547 extracted chars; 212 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2023 Junior Secondary Qualifying Round Solutions,https://wmc.ms.wits.ac.za/wp-content/uploads/WMC_2023_JSQR_Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 23212 extracted chars; 458 English signals; 21 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Senior Secondary,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2018SS.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 6631 extracted chars; 94 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2018 Senior Secondary Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Senior-Secondary-2018.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 8042 extracted chars; 141 English signals; 22 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Senior Secondary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2019SSQR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5464 extracted chars; 68 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Senior Secondary Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/2019-Senior-Secondary-Qualifying-Round-Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3722 extracted chars; 58 English signals; 15 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Senior Secondary Final Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2020/07/2019SSFR.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3605 extracted chars; 82 English signals; 12 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2019 Senior Secondary Final Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/2019-Senior-Secondary-Final-Round-Solutions.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 3991 extracted chars; 96 English signals; 13 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Senior Secondary Qualifying Round,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/SS_Quali.pdf,Question paper,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5381 extracted chars; 100 English signals; 16 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
South Africa,GA,mathematics;olympiad;problem solving;multiple choice,B,Official university competition organizer,Wits Mathematics Competition (official),https://wmc.ms.wits.ac.za/past-papers/,Wits Mathematics Competition — 2020 Senior Secondary Qualifying Round Solutions,http://wmc.ms.wits.ac.za/wp-content/uploads/2021/02/Senior-Secondary-QR-2020.pdf,Solution,English,Official Wits public PDF retained after local substantive English mathematics audit; HTTP 200 PDF; 5647 extracted chars; 136 English signals; 15 question markers.,Free public web resource,Official source HTTP 200 + local substantive audit · verified 2026-08-17,Yes
