country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
Saudi Arabia,EM,calculus;integrals;series,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus II — Major Exam II (Term 253),https://math.kfupm.edu.sa/docs/default-source/css-library/math102-253-ex2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH102 major exam ii, term 253). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;integrals;series,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus II — Final Exam (Term 253),https://math.kfupm.edu.sa/docs/default-source/css-library/math102-253-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH102 final exam, term 253). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;limits;continuity,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus Foundations — Final Exam (Term 251),https://math.kfupm.edu.sa/docs/default-source/css-library/math106-251-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH106 final exam, term 251). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;limits;continuity,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus Foundations — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math106-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH106 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;parametric curves;multivariable,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus III — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math201-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH201 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;parametric curves;multivariable,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus III — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math201-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH201 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;parametric curves;multivariable,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus III — Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math201-252-fx1811fb6d-2253-441a-b101-5b6716aa29d0.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH201 exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;parametric curves;multivariable,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus III — Major Exam I (Term 253),https://math.kfupm.edu.sa/docs/default-source/css-library/math201-253-ex1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH201 major exam i, term 253). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;parametric curves;multivariable,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus III — Major Exam II (Term 253),https://math.kfupm.edu.sa/docs/default-source/css-library/math201-253-ex2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH201 major exam ii, term 253). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;parametric curves;multivariable,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus III — Final Exam (Term 253),https://math.kfupm.edu.sa/docs/default-source/css-library/math201-253-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH201 final exam, term 253). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;linear algebra,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus and Linear Algebra — Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math208-252-e1ebe35442-b56e-466f-ae60-8a8c748d3ac4.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH208 exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;linear algebra,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus and Linear Algebra — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math208-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH208 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,calculus;linear algebra,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Calculus and Linear Algebra — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math208-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH208 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,DM,abstract algebra;groups;rings,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Abstract Algebra — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math323-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH323 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,DM,abstract algebra;groups;rings,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Abstract Algebra — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math323-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH323 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,DM,abstract algebra;groups;rings,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Abstract Algebra — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math323-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH323 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,linear algebra;applied mathematics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Methods of Applied Mathematics / Linear Algebra — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math333-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH333 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,linear algebra;applied mathematics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Methods of Applied Mathematics / Linear Algebra — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math333-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH333 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,linear algebra;applied mathematics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Methods of Applied Mathematics / Linear Algebra — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math333-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH333 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,numerical methods;approximation,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Numerical Methods — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math371-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH371 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,numerical methods;approximation,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Numerical Methods — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math371-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH371 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,numerical methods;approximation,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Numerical Methods — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math371-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH371 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,engineering mathematics;methods,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Mathematical Methods for Engineers — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math513-01-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH513 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,engineering mathematics;methods,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Mathematical Methods for Engineers — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math513-01-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH513 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,engineering mathematics;methods,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Mathematical Methods for Engineers — Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math513-02-252-e150f0e520-1f2c-4afa-8132-272256bac3de.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH513 exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,engineering mathematics;methods,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Mathematical Methods for Engineers — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math513-02-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH513 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,real analysis;measure theory,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Real Analysis — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math531-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH531 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,real analysis;measure theory,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Real Analysis — Midterm Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math531-252-midterm.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH531 midterm exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,functional analysis;linear spaces,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Functional Analysis — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math535-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH535 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,functional analysis;linear spaces,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Functional Analysis — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math535-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH535 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,functional analysis;linear spaces,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Functional Analysis — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/math535-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (MATH535 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics;descriptive statistics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Business Statistics I — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat201-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT201 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics;descriptive statistics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Business Statistics I — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat201-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT201 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics;descriptive statistics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Business Statistics I — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat201-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT201 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics;descriptive statistics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Statistics for Engineers — Major Exam I (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat214-252-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT214 major exam i, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics;descriptive statistics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Statistics for Engineers — Major Exam II (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat214-252-e2.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT214 major exam ii, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics;descriptive statistics,A,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Statistics for Engineers — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat214-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT214 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Statistics — Final Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat565-252-fx.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT565 final exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,statistics,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Statistics — Midterm Exam (Term 252),https://math.kfupm.edu.sa/docs/default-source/css-library/stat565-252-midterm.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (STAT565 midterm exam, term 252). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
Saudi Arabia,EM,actuarial mathematics;financial mathematics,B,University exam archive,KFUPM Department of Mathematics exam archive,https://math.kfupm.edu.sa/miscellaneous/exam,Actuarial Mathematics — Major Exam I (Term 221),https://math.kfupm.edu.sa/docs/default-source/default-document-library/as201-221-e1.pdf,Exam,English,"Official KFUPM Department of Mathematics archive exam (AS201 major exam i, term 221). PDF retrieved and text extracted: English questions verified. Hosted on math.kfupm.edu.sa.",Free public web resource,HTTP 200 · verified 2026-08-24,yes
