country,track,topic_tags,priority,source_type,source_title,source_url,resource_title,resource_url,resource_class,language,notes,access_model,verification_status,free_resource
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2026 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2026/MP/2026_MP7IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2026 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2026/MP/2026_MP7SI_SUJET.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2025 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/TSI/Maths_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2025 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/TSI/Informatique_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2025 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/TSI/Sciences%20Industrielles_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2025 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/PSI/Maths_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2025 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/PSI/Informatique_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2025 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/PSI/Sciences%20Industrielles_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-pc.html,CCINP PC 2025 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/PC/Maths-2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-pc.html,CCINP PC 2025 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/PC/Informatique_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2025 — Mathematics 2 question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/MP/Maths%202_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2025 — Mathematics 1 question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/MP/Maths1_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2025 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/MP/Informatique_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2025 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2025/MP/Sciences%20Industrielles_2025.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2024 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/TSI/2024_TSI1M.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2024 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/TSI/2024_TSI5IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2024 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/TSI/2024_TSI7SI.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2024 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/PSI/2024_PSI1M.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2024 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/PSI/2024_PSI5IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2024 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/PSI/2024_PSI7SI.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-pc.html,CCINP PC 2024 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/PC/2024_PC1M.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-pc.html,CCINP PC 2024 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/PC/2024_PC5IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2024 — Mathematics 2 question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/MP/2024_MP3M2.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2024 — Mathematics 1 question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/MP/2024_MP1M1.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2024 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/MP/2024_MP7IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2024 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2024/MP/2024_MP7SI.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2023 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/TSI/2023/TSI1M.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2023 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/TSI/2023/TSI5IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2023 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/TSI/2023/TSI7SI.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2023 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/PSI/2023/PSI1M.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2023 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/PSI/2023/PSI5IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-psi.html,CCINP PSI 2023 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/PSI/2023/PSI7SI.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-pc.html,CCINP PC 2023 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/PC/2023/PC1M.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-pc.html,CCINP PC 2023 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/PC/2023/PC5IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2023 — Mathematics 2 question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/MP/2023/MP3M2.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2023 — Mathematics 1 question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/MP/2023/MP1M1.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2023 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/MP/2023/MP7IN.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-mp.html,CCINP MP 2023 — Industrial Sciences question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/MP/2023/MP7SI.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,EM/CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2022 — Mathematics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2022/TSI/TSI1Maths.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
France,CS,engineering mathematics;discrete mathematics;mathematics;informatics;industrial sciences;past year questions;entrance examination,A,National engineering entrance examination archive,Concours Commun INP annales (official),https://www.concours-commun-inp.fr/fr/epreuves/annales/annales-tsi.html,CCINP TSI 2022 — Informatics question paper,https://www.concours-commun-inp.fr/_resource/annales%20%C3%A9crits/2022/TSI/TSI5Informatique.pdf?download=true,Past year question paper,French source; English catalog metadata,Official CCINP past examination paper. The catalog title and description are supplied in English; the original French PDF URL is preserved.,Free public PDF,HTTP 200 · verified 2026-08-21,Yes
